1 2 3
468 616 956
469 618 959
470 619 957
471 617 958
472 620 948
473 622 951
474 623 949
475 621 950
476 612 952
477 614 955
478 615 953
479 613 954
480 624 912
481 626 915
482 627 913
483 625 914
484 632 924
485 634 927
486 635 925
487 633 926
488 636 916
489 638 919
490 639 917
491 637 918
492 628 920
493 630 923
494 631 921
495 629 922
496 592 928
497 594 931
498 595 929
499 593 930
500 600 940
501 602 943
502 603 941
503 601 942
504 604 932
505 606 935
506 607 933
507 605 934
508 596 936
509 598 939
510 599 937
511 597 938
1024 2048 3072
1025 2050 3075
1026 2051 3073
1027 2049 3074
1028 2056 3084
1029 2058 3087
1030 2059 3085
1031 2057 3086
1032 2060 3076
1033 2062 3079
1034 2063 3077
1035 2061 3078
1036 2052 3080
1037 2054 3083
1038 2055 3081
1039 2053 3082
1040 2080 3120
1041 2082 3123
1042 2083 3121
1043 2081 3122
1044 2088 3132
1045 2090 3135
1046 2091 3133
1047 2089 3134
1048 2092 3124
1049 2094 3127
1050 2095 3125
1051 2093 3126
1052 2084 3128
1053 2086 3131
1054 2087 3129
1055 2085 3130
1056 2096 3088
1057 2098 3091
1058 2099 3089
1059 2097 3090
1060 2104 3100
1061 2106 3103
1062 2107 3101
1063 2105 3102
1064 2108 3092
1065 2110 3095
1066 2111 3093
1067 2109 3094
1068 2100 3096
1069 2102 3099
1070 2103 3097
1071 2101 3098
1072 2064 3104
1073 2066 3107
1074 2067 3105
1075 2065 3106
1076 2072 3116
1077 2074 3119
1078 2075 3117
1079 2073 3118
1080 2076 3108
1081 2078 3111
1082 2079 3109
1083 2077 3110
1084 2068 3112
1085 2070 3115
1086 2071 3113
1087 2069 3114
1088 2176 3264
1089 2178 3267
1090 2179 3265
1091 2177 3266
1092 2184 3276
1093 2186 3279
1094 2187 3277
1095 2185 3278
1096 2188 3268
1097 2190 3271
1098 2191 3269
1099 2189 3270
1100 2180 3272
1101 2182 3275
1102 2183 3273
1103 2181 3274
1104 2208 3312
1105 2210 3315
1106 2211 3313
1107 2209 3314
1108 2216 3324
1109 2218 3327
1110 2219 3325
1111 2217 3326
1112 2220 3316
1113 2222 3319
1114 2223 3317
1115 2221 3318
1116 2212 3320
1117 2214 3323
1118 2215 3321
1119 2213 3322
1120 2224 3280
1121 2226 3283
1122 2227 3281
1123 2225 3282
1124 2232 3292
1125 2234 3295
1126 2235 3293
1127 2233 3294
1128 2236 3284
1129 2238 3287
1130 2239 3285
1131 2237 3286
1132 2228 3288
1133 2230 3291
1134 2231 3289
1135 2229 3290
1136 2192 3296
1137 2194 3299
1138 2195 3297
1139 2193 3298
1140 2200 3308
1141 2202 3311
1142 2203 3309
1143 2201 3310
1144 2204 3300
1145 2206 3303
1146 2207 3301
1147 2205 3302
1148 2196 3304
1149 2198 3307
1150 2199 3305
1151 2197 3306
1152 2240 3136
1153 2242 3139
1154 2243 3137
1155 2241 3138
1156 2248 3148
1157 2250 3151
1158 2251 3149
1159 2249 3150
1160 2252 3140
1161 2254 3143
1162 2255 3141
1163 2253 3142
1164 2244 3144
1165 2246 3147
1166 2247 3145
1167 2245 3146
1168 2272 3184
1169 2274 3187
1170 2275 3185
1171 2273 3186
1172 2280 3196
1173 2282 3199
1174 2283 3197
1175 2281 3198
1176 2284 3188
1177 2286 3191
1178 2287 3189
1179 2285 3190
1180 2276 3192
1181 2278 3195
1182 2279 3193
